City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
625,Ormond Beach,US,73.54,overcast clouds,29.2858,-81.0559,Makai Beach Lodge
626,Motihari,IN,66.74,scattered clouds,26.65,84.9167,"Rajeshwari Palace Hotel, Motihari"
627,Esmeraldas,BR,75.51,light rain,-19.7625,-44.3139,Bom Será - Marcinho e Fernanda
628,Acarau,BR,81.48,few clouds,-2.8856,-40.12,castelo pizzaria
630,Chimore,BO,77.34,overcast clouds,-16.9833,-65.1333,Bichito
631,Misratah,LY,68.14,scattered clouds,32.3754,15.0925,Almasa Hotel
632,Jacksonville,US,65.43,broken clouds,30.3322,-81.6556,Hyatt Regency Jacksonville Riverfront
634,Linhares,BR,75.6,broken clouds,-19.3911,-40.0722,Hotel Conceição
637,Anuradhapura,LK,74.59,broken clouds,8.3565,80.4173,Nilketha Villa Eco Hotel
639,Dosso,NE,82.15,few clouds,13.049,3.1937,Hotel Toubal
641,Majene,ID,79.2,overcast clouds,-3.5403,118.9707,Kost Putri RABBANI
647,Bail Hongal,IN,69.58,light rain,15.8167,74.8667,Sangam residency (Lodge)
649,Ternate,ID,81.12,overcast clouds,0.8,127.4,Sahid Bela Ternate Hotel
650,Karjat,IN,81.88,light rain,18.9167,73.3333,Amber Farms
667,Porto Velho,BR,84.25,broken clouds,-8.7619,-63.9039,Hotel Central
668,Itarema,BR,81.27,few clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
669,Itoman,JP,71.62,few clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
670,Kasongo,CD,67.84,light rain,-4.45,26.6667,Guest Hôtel
673,Laranjeiras Do Sul,BR,64.27,clear sky,-25.4078,-52.4161,Hotel Palmeiras
675,Nanyamba,TZ,75.52,few clouds,-10.6833,39.8333,Busati Lodge Nanyamba
676,Salta,AR,79.09,broken clouds,-24.7859,-65.4117,Hotel Alejandro I
677,Cap Malheureux,MU,75.69,few clouds,-19.9842,57.6142,Pereybere Hotel & Spa
678,Limbang,MY,79.11,overcast clouds,4.75,115.0,Purnama Hotel
